live_url,destination,status,note
/blog/talking-to-a-spouse-about-substance-use/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-2-different-types-of-addiction-with-examples/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-benefits-of-group-therapy/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-benefits-of-mindfulness-meditation-during-addiction-treatment/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-biology-of-detox/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-dangerous-effects-of-depression/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-difference-between-slips-and-relapse-in-recovery/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-differences-between-inpatient-and-outpatient-addiction-treatments/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-different-types-of-goals-to-set-for-2021/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-effects-of-addiction-on-children/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-emotional-impact-of-a-dui-conviction/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-good-bad-and-ugly-what-the-road-to-recovery-really-looks-like/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-impact-of-addiction-on-the-family/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-impact-of-dui-jail-time-on-my-recovery/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-importance-of-individualized-therapy-after-dui-jail-time/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-many-forms-of-addiction/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-role-of-comfort-and-luxury-in-overcoming-addiction/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-role-of-community-in-recovery/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-role-of-community-in-relapse-prevention/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-role-of-gratitude-in-addiction-recovery/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-seven-primary-types-of-drugs/,,NEEDS DECISION,blog post — not yet migrated
/blog/the-story-of-jesus-g-gutierrez/,,NEEDS DECISION,blog post — not yet migrated
/blog/tools-for-recovery/,,NEEDS DECISION,blog post — not yet migrated
/blog/top-5-substance-abuse-group-therapy-activities/,,NEEDS DECISION,blog post — not yet migrated
/blog/trauma-and-its-effects-on-substance-use/,,NEEDS DECISION,blog post — not yet migrated
/blog/understanding-addiction-as-a-disease-and-how-it-develops/,,NEEDS DECISION,blog post — not yet migrated
/blog/understanding-alcohol-abuse/,,NEEDS DECISION,blog post — not yet migrated
/blog/understanding-psychological-addiction/,,NEEDS DECISION,blog post — not yet migrated
/blog/understanding-the-different-alcohol-detox-symptoms/,,NEEDS DECISION,blog post — not yet migrated
/blog/understanding-the-need-for-medical-detox/,,NEEDS DECISION,blog post — not yet migrated
/blog/using-cognitive-behavioral-therapy-in-addiction-treatment/,,NEEDS DECISION,blog post — not yet migrated
/blog/using-medication-during-opioid-withdrawal/,,NEEDS DECISION,blog post — not yet migrated
/blog/using-technology-to-facilitate-continued-healing/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-actually-happens-in-your-first-72-hours-in-detox/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-are-coping-skills-for-different-types-of-addiction/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-are-some-drug-and-alcohol-treatment-centers-in-arizona/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-are-the-benefits-of-cognitive-behavioral-therapy-cbt/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-are-the-differences-between-crack-and-cocaine/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-are-the-effects-of-tramadol/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-are-the-signs-of-heroin-overdose/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-are-the-symptoms-of-alcohol-withdrawal/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-can-i-expect-in-residential-treatment/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-does-treatment-look-like-at-an-arizona-addiction-recovery-center/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-happens-in-outpatient-rehab/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-happens-to-my-brain-when-i-become-addicted-to-substances/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-happens-when-i-arrive-at-treatment/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-is-a-dual-diagnosis/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-is-alcohol-detox-medication/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-is-hydrocodone/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-is-medical-detox/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-is-relapse-in-addiction/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-is-the-biology-of-addiction/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-is-the-connection-between-trauma-self-medicating-and-addiction/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-is-toxic-positivity-and-how-does-it-affect-addiction-recovery/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-recovery-looks-like-6-months-after-rehab/,,NEEDS DECISION,blog post — not yet migrated
/blog/what-to-say-to-a-drug-addict-who-relapsed/,,NEEDS DECISION,blog post — not yet migrated
/blog/whats-the-difference-between-stimulants-depressants/,,NEEDS DECISION,blog post — not yet migrated
/blog/when-is-detwhen-is-detox-necessaryox-necessary/,,NEEDS DECISION,blog post — not yet migrated
/blog/when-is-it-time-to-call-an-inpatient-rehabilitation-center/,,NEEDS DECISION,blog post — not yet migrated
/blog/which-prescription-drugs-can-lead-to-addiction/,,NEEDS DECISION,blog post — not yet migrated
/blog/who-makes-the-most-effective-supports-in-recovery/,,NEEDS DECISION,blog post — not yet migrated
/blog/why-connection-matters-so-much-after-an-intensive-outpatient-program/,,NEEDS DECISION,blog post — not yet migrated
/blog/why-do-addicts-relapse-even-if-things-are-good/,,NEEDS DECISION,blog post — not yet migrated
/blog/why-does-buena-vista-believe-case-management-is-important-in-recovery/,,NEEDS DECISION,blog post — not yet migrated
/blog/why-is-detox-necessary/,,NEEDS DECISION,blog post — not yet migrated
/blog/why-is-family-education-important-in-addiction-recovery/,,NEEDS DECISION,blog post — not yet migrated
/blog/why-is-fentanyl-so-dangerous-a-detailed-look/,,NEEDS DECISION,blog post — not yet migrated
/blog/why-some-people-get-worse-after-rehab/,,NEEDS DECISION,blog post — not yet migrated
/blog/why-you-should-consider-going-out-of-state-for-rehab/,,NEEDS DECISION,blog post — not yet migrated
/blog/will-a-fentanyl-overdose-change-my-thought-process-long-term/,,NEEDS DECISION,blog post — not yet migrated
/blog/will-alcohol-rehab-help-after-a-dui/,,NEEDS DECISION,blog post — not yet migrated
/blog/will-medication-assisted-treatment-help-after-a-fentanyl-overdose/,,NEEDS DECISION,blog post — not yet migrated
/blog/will-my-parents-support-me-through-drug-and-alcohol-treatment/,,NEEDS DECISION,blog post — not yet migrated
/blog/will-trying-a-detox-center-near-me-help/,,NEEDS DECISION,blog post — not yet migrated
/blog/will-xanax-detox-have-negative-long-term-effects/,,NEEDS DECISION,blog post — not yet migrated
/blog/work-related-anxiety-and-substance-abuse/,,NEEDS DECISION,blog post — not yet migrated
/blog/xanax-addiction-treatment-plan-whats-the-best-option-for-me/,,NEEDS DECISION,blog post — not yet migrated
/blog/xanax-detox-is-it-safe-to-do-at-home/,,NEEDS DECISION,blog post — not yet migrated
/blog/xanax-treatment/,,NEEDS DECISION,blog post — not yet migrated
/blog/xanax-withdrawal/,,NEEDS DECISION,blog post — not yet migrated
/blog/your-guide-to-physical-addiction-and-how-to-get-help/,,NEEDS DECISION,blog post — not yet migrated
/careers/,/about/,ok,
/chandler-facility/,,NEEDS DECISION,
/contact-us/,/about/contact/,ok,
/glossary/,/resources/,ok,
/insurance/,/insurance/,ok,
/insurance/aetna-insurance-for-addiction-treatment/,/insurance/,ok,
/insurance/ahcccs-insurance-for-addiction-treatment/,/insurance/ahcccs-medicaid/,ok,
/insurance/beacon-insurance/,/insurance/,ok,
/insurance/bluecross-blueshield-insurance-for-addiction-treatment/,/insurance/,ok,
/insurance/cerner-insurance-for-addiction-treatment/,/insurance/,ok,
/insurance/cigna-insurance-for-addiction-treatment/,/insurance/,ok,
/insurance/compsych-insurance/,/insurance/,ok,
/insurance/first-health-network-insurance/,/insurance/,ok,
/insurance/harvard-pilgrim-insurance/,/insurance/,ok,
/insurance/humana-insurance-for-drug-alcohol-rehab/,/insurance/,ok,
/insurance/in-network/,/insurance/,ok,
/insurance/in-network/american-indian-health-program/,/insurance/ahcccs-medicaid/,ok,
/insurance/in-network/care1st/,/insurance/ahcccs-medicaid/,ok,
/insurance/in-network/usa-mco-insurance/,/insurance/ahcccs-medicaid/,ok,
/insurance/insurance-verification/,/insurance/verify-your-benefits/,ok,
/insurance/kaiser-permanente-insurance/,/insurance/,ok,
/insurance/magellan-complete-care/,/insurance/ahcccs-medicaid/,ok,
/insurance/mercy-care/,/insurance/ahcccs-medicaid/,ok,
/insurance/multiplan-insurance/,/insurance/,ok,
/insurance/out-of-network/,/insurance/,ok,
/insurance/out-of-network/anthem-bcbs-insurance-for-addiction-treatment/,/insurance/,ok,
/insurance/out-of-network/magellan-health-insurance/,/insurance/,ok,
/insurance/out-of-network/presbyterian-insurance/,/insurance/,ok,
/insurance/out-of-network/tricare/,/insurance/,ok,
/insurance/tufts-health-insurance/,/insurance/,ok,
/insurance/unitedhealthcare-insurance/,/insurance/,ok,
/locations/,/locations/,ok,
/locations/chandler/,/locations/chandler/,ok,
/locations/who-we-serve/,/who-we-serve/,ok,
/locations/who-we-serve/california-substance-abuse-treatment-facility/,/locations/,ok,
/locations/who-we-serve/georgia-substance-abuse-treatment/,/locations/,ok,
/locations/who-we-serve/illinois-rehab-centers/,/locations/,ok,
/locations/who-we-serve/in-state/,/locations/,ok,
/locations/who-we-serve/in-state/998-2/,/locations/,ok,
/locations/who-we-serve/in-state/phoenix-az/,/locations/phoenix/,ok,
/locations/who-we-serve/in-state/scottsdale/,/locations/,ok,
/locations/who-we-serve/nevada-substance-abuse-treatment/,/locations/,ok,
/locations/who-we-serve/new-mexico-rehab-facility/,/locations/,ok,
/locations/who-we-serve/new-york-substance-abuse-treatment/,/locations/,ok,
/locations/who-we-serve/out-of-state/,/locations/,ok,
/locations/who-we-serve/out-of-state/colorado-drug-rehab-center/,/locations/,ok,
/locations/who-we-serve/out-of-state/florida-drug-rehab-centers/,/locations/,ok,
/locations/who-we-serve/out-of-state/utah-substance-abuse-treatment/,/locations/,ok,
/locations/who-we-serve/texas-drug-rehab-center/,/locations/,ok,
/notice-of-privacy-practices/,/,ok,
/our-programs/,/programs/,ok,
/our-programs/inpatient/,/residential-treatment/,ok,
/our-programs/inpatient/alcoholism/,/what-we-treat/alcohol-addiction/,ok,
/our-programs/inpatient/substance-abuse/,/residential-treatment/,ok,
/our-programs/iop-treatment-arizona/,/programs/intensive-outpatient-iop/,ok,
/our-programs/medical-detox/,/medical-detox/,ok,
/our-programs/medical-detox/alcohol-detox/,/what-we-treat/alcohol-addiction/,ok,
/our-programs/medical-detox/drug-detox/,/medical-detox/,ok,
/our-programs/medical-detox/drug-detox/opioid-drug-detox/,/what-we-treat/opioid-addiction/,ok,
/our-programs/medical-detox/drug-detox/opioid-drug-detox/heroin/,/what-we-treat/opioid-addiction/,ok,
/our-programs/medical-detox/drug-detox/opioid-drug-detox/oxycontin/,/what-we-treat/opioid-addiction/,ok,
/our-programs/medical-detox/drug-detox/opioid-drug-detox/vicodin/,/what-we-treat/opioid-addiction/,ok,
/our-programs/medical-detox/drug-detox/prescription-drug-detox/,/what-we-treat/opioid-addiction/,ok,
/our-programs/medical-detox/drug-detox/prescription-drug-detox/xanax/,/what-we-treat/benzodiazepine-addiction/,ok,
/our-programs/medical-detox/drug-detox/stimulant-drug-detox/,/what-we-treat/stimulant-addiction/,ok,
/our-programs/medical-detox/drug-detox/stimulant-drug-detox/cocaine/,/what-we-treat/stimulant-addiction/,ok,
/our-programs/medical-detox/drug-detox/stimulant-drug-detox/marijuana/,/what-we-treat/,ok,
/our-programs/medical-detox/drug-detox/stimulant-drug-detox/meth/,/what-we-treat/stimulant-addiction/methamphetamine/,ok,
/our-programs/medication-assisted-treatment-mat/,/what-we-treat/opioid-addiction/,ok,
/our-programs/outpatient-treatment/,/programs/intensive-outpatient-iop/,ok,
/our-programs/therapy/,/therapies/,ok,
/our-programs/therapy/12-step-program/,/therapies/,ok,
/our-programs/therapy/cognitive-behavioral-therapy/,/therapies/,ok,
/our-programs/therapy/grief-therapy/,/therapies/,ok,
/our-programs/therapy/group-therapy/,/therapies/,ok,
/our-programs/therapy/individual-counseling/,/therapies/,ok,
/our-programs/therapy/trauma-focused-therapy/,/therapies/,ok,
/podcast/,/resources/,ok,
/privacy-policy/,/,ok,
/site-map/,/sitemap/,ok,
/sitemap/,/sitemap/,ok,
/tatum-ranch-arizona-facility/,,NEEDS DECISION,
/terms-of-use/,/,ok,
/tucson-facility/,,NEEDS DECISION,
/who-we-help/,/who-we-serve/,ok,
/who-we-help/professionals/,/referrals/,ok,
/who-we-help/professionals/impaired-physicians-program/,/referrals/,ok,
/who-we-help/young-adults/,/who-we-serve/,ok,
